,Name,Address,Location,MinPrice,MaxPrice,Currency,Cuisine,Award,MeanPrice,USDPrice,Country
2794,L'Arôme,"3 rue Saint-Philippe-du-Roule, Paris, 75008, France",Paris,65,185,EUR,Modern,1 MICHELIN Star,125.0,138.7625, France
2795,L'Esquisse,"21 rue Royale, Annecy, 74000, France",Annecy,55,90,EUR,Modern,1 MICHELIN Star,72.5,80.48225, France
2796,Le Pavé d'Auge,"Le bourg, Beuvron-en-Auge, 14430, France",Beuvron-en-Auge,45,84,EUR,Classic,1 MICHELIN Star,64.5,71.60145, France
2797,La Magdeleine - Mathias Dandine,"2 rond-point des Charrons, Gémenos, 13420, France",Gémenos,75,170,EUR,Mediterranean,1 MICHELIN Star,122.5,135.98725, France
2798,Shang Palace,"10 avenue d'Iéna, Paris, 75116, France",Paris,78,150,EUR,Chinese,1 MICHELIN Star,114.0,126.5514, France
2799,Val d'Auge,"805 avenue du Général-de-Gaulle, Bondues, 59910, France",Bondues,45,114,EUR,Modern,1 MICHELIN Star,79.5,88.25295, France
2800,Le Petit Hôtel du Grand Large,"11 quai Saint-Ivy, à Portivy, St-Pierre-Quiberon, 56510, France",St-Pierre-Quiberon,60,100,EUR,Seafood,1 MICHELIN Star,80.0,88.808, France
2801,L'Atelier de Joël Robuchon - Étoile,"133 avenue des Champs-Élysées, Paris, 75008, France",Paris,49,230,EUR,Creative,1 MICHELIN Star,139.5,154.85895, France
2802,Le Kaïku,"17 rue de la République, Saint-Jean-de-Luz, 64500, France",Saint-Jean-de-Luz,45,90,EUR,Modern,1 MICHELIN Star,67.5,74.93175, France
2803,La Dune du Château de Sable,"38 rue de l'Europe, Porspoder, 29840, France",Porspoder,45,169,EUR,Modern,1 MICHELIN Star,107.0,118.7807, France
2804,Le Verbois,"6 rue la Grande-Folie, à St-Maximin, Chantilly, 60740, France",Chantilly,75,160,EUR,Modern,1 MICHELIN Star,117.5,130.43675, France
2805,Pavyllon,"8 avenue Dutuit, Paris, 75008, France",Paris,68,235,EUR,Modern,1 MICHELIN Star,151.5,168.18015, France
2806,La Table des Blot - Auberge du Château,"1 Grande-Rue, Dampierre-en-Yvelines, 78720, France",Dampierre-en-Yvelines,75,85,EUR,Modern,1 MICHELIN Star,80.0,88.808, France
2807,Gaya par Pierre Gagnaire,"6 rue de Saint-Simon, Paris, 75007, France",Paris,58,110,EUR,Seafood,1 MICHELIN Star,84.0,93.2484, France
2808,L'Atelier de Joël Robuchon - St-Germain,"5 rue de Montalembert, Paris, 75007, France",Paris,160,175,EUR,Creative,1 MICHELIN Star,167.5,185.94175, France
2809,Pilgrim,"8 rue Nicolas-Charlet, Paris, 75015, France",Paris,45,150,EUR,Modern,1 MICHELIN Star,97.5,108.23475, France
2810,Azimut,"273 rue de la Madelon,  Immeuble l'Or Blanc, centre station 1300, Le Praz, Courchevel, 73120, France",Courchevel,45,108,EUR,Modern,1 MICHELIN Star,76.5,84.92265, France
2811,La Table de la Bergerie,"La Bergerie, Le Champ-sur-Layon, 49380, France",Le Champ-sur-Layon,30,80,EUR,Modern,1 MICHELIN Star,55.0,61.0555, France
2812,Julien Binz,"7 rue des Cigognes, Ammerschwihr, 68770, France",Ammerschwihr,72,105,EUR,Modern,1 MICHELIN Star,88.5,98.24385, France
2813,Le Royal,"Hameau de Bellevue, 9 rue de la République, Champillon, 51160, France",Champillon,140,280,EUR,Modern,1 MICHELIN Star,210.0,233.121, France
2814,Agapé,"51 rue Jouffroy-D'Abbans, Paris, 75017, France",Paris,54,195,EUR,Modern,1 MICHELIN Star,124.5,138.20745, France
2815,L'Émulsion,"57 route de Lyon, lieu-dit La Grive, Saint-Alban-de-Roche, 38080, France",Saint-Alban-de-Roche,65,90,EUR,Modern,1 MICHELIN Star,77.5,86.03275, France
2816,Le Saint-James,"3 place Camille-Hosteins, Bouliac, 33270, France",Bouliac,59,170,EUR,Modern,1 MICHELIN Star,114.5,127.10645, France
2817,Miraflores,"112 boulevard des Belges, Lyon, 69006, France",Lyon,150,150,EUR,Peruvian,1 MICHELIN Star,150.0,166.515, France
2818,Skab,"7 rue de la République, Nîmes, 30000, France",Nîmes,50,148,EUR,Modern,1 MICHELIN Star,99.0,109.8999, France
2819,Ithurria,"Place du Fronton, Ainhoa, 64250, France",Ainhoa,49,94,EUR,Modern,1 MICHELIN Star,71.5,79.37215, France
2820,Auberge St-Laurent,"1 rue de la Fontaine, Sierentz, 68510, France",Sierentz,35,95,EUR,Modern,1 MICHELIN Star,65.0,72.1565, France
2821,L'Archeste,"79 rue de la Tour, Paris, 75016, France",Paris,60,190,EUR,Creative,1 MICHELIN Star,125.0,138.7625, France
2822,Signature,"180 rue du Rouet, Marseille, 13008, France",Marseille,32,110,EUR,Modern,1 MICHELIN Star,71.0,78.8171, France
2823,"114, Faubourg","Le Bristol, 114 rue du Faubourg-Saint-Honoré, Paris, 75008, France",Paris,130,150,EUR,Modern,1 MICHELIN Star,140.0,155.414, France
2824,Auberge de l'Abbaye,"Place des Anciens-Combattants, Ambronay, 01500, France",Ambronay,70,105,EUR,Modern,1 MICHELIN Star,87.5,97.13375, France
2825,Le Vivier,"800 cours Fernande-Peyre, L'Isle-sur-la-Sorgue, 84800, France",L'Isle-sur-la-Sorgue,36,120,EUR,Modern,1 MICHELIN Star,78.0,86.5878, France
2826,La Table de Nans,"126 corniche du Liouquet, La Ciotat, 13600, France",La Ciotat,85,120,EUR,Mediterranean,1 MICHELIN Star,102.5,113.78525, France
2827,L'Oiseau Blanc,"19 avenue Kléber, Paris, 75116, France",Paris,95,225,EUR,Modern,1 MICHELIN Star,160.0,177.616, France
2828,Le Hittau,"1 rue du Nouaou, Saint-Vincent-de-Tyrosse, 40230, France",Saint-Vincent-de-Tyrosse,36,92,EUR,Modern,1 MICHELIN Star,64.0,71.0464, France
2829,La Tour des Vents,"Lieu-dit Moulin-de-Malfourat, Monbazillac, 24240, France",Monbazillac,54,97,EUR,Modern,1 MICHELIN Star,75.5,83.81255, France
2830,Le Prieuré,"11 rue de la Mairie, Ambierle, 42820, France",Ambierle,49,99,EUR,Modern,1 MICHELIN Star,74.0,82.1474, France
2831,La Table d'Hôtes - Le Quatrième Mur,"2 place de la Comédie, Bordeaux, 33000, France",Bordeaux,170,170,EUR,Creative,1 MICHELIN Star,170.0,188.717, France
2832,La Table d'Olivier,"3 rue Saint-Ambroise, Brive-la-Gaillarde, 19100, France",Brive-la-Gaillarde,51,93,EUR,Modern,1 MICHELIN Star,72.0,79.9272, France
2833,Pantagruel,"24 rue du Sentier, Paris, 75002, France",Paris,45,85,EUR,Modern,1 MICHELIN Star,65.0,72.1565, France
2834,Ed.Em,"4 impasse Chenevottes, Chassagne-Montrachet, 21190, France",Chassagne-Montrachet,40,90,EUR,Modern,1 MICHELIN Star,65.0,72.1565, France
2835,Ochre,"56 rue du Gué, Rueil-Malmaison, 92500, France",Rueil-Malmaison,55,115,EUR,Modern,1 MICHELIN Star,85.0,94.3585, France
2836,La Table de Patrick Raingeard,"1312 avenue Raymond-Poincaré, Èze-Bord-de-Mer, 06360, France",Èze-Bord-de-Mer,130,190,EUR,Creative,1 MICHELIN Star,160.0,177.616, France
2837,La Table de Xavier Mathieu,"Route de Murs, Joucas, 84220, France",Joucas,130,230,EUR,Creative,1 MICHELIN Star,180.0,199.818, France
2838,Les Climats,"41 rue de Lille, Paris, 75007, France",Paris,49,140,EUR,Modern,1 MICHELIN Star,94.5,104.90445, France
2839,Auberge de la Charme,"12 rue de la Charme, Prenois, 21370, France",Prenois,50,96,EUR,Creative,1 MICHELIN Star,73.0,81.0373, France
2840,JAN,"12 rue Lascaris, Nice, 06300, France",Nice,91,145,EUR,Creative,1 MICHELIN Star,118.0,130.9918, France
2841,Les Oliviers,"Hôtel Île Rousse, 25 boulevard Louis-Lumière, Bandol, 83150, France",Bandol,80,149,EUR,Modern,1 MICHELIN Star,114.5,127.10645, France
2842,Le Village,"3 Grande-Rue, Marly-le-Roi, 78160, France",Marly-le-Roi,64,255,EUR,Modern,1 MICHELIN Star,159.5,177.06095, France
2843,Le Pavillon - Hôtel Westminster,"Avenue du Verger, Le Touquet-Paris-Plage, 62520, France",Le Touquet-Paris-Plage,100,130,EUR,Creative,1 MICHELIN Star,115.0,127.6615, France
2844,Alan Geaam,"19 rue Lauriston, Paris, 75016, France",Paris,58,128,EUR,Creative,1 MICHELIN Star,93.0,103.2393, France
2845,Nicolas Carro - Hôtel de Carantec,"20 rue du Kelenn, Carantec, 29660, France",Carantec,33,120,EUR,Modern,1 MICHELIN Star,76.5,84.92265, France
2846,Divellec,"18 rue Fabert, Paris, 75007, France",Paris,170,170,EUR,Seafood,1 MICHELIN Star,170.0,188.717, France
2847,Maison Decoret,"15 rue du Parc, Vichy, 03200, France",Vichy,48,140,EUR,Creative,1 MICHELIN Star,94.0,104.3494, France
2848,Château du Mont Joly,"6 rue du Mont-Joly, Sampans, 39100, France",Sampans,49,115,EUR,Modern,1 MICHELIN Star,82.0,91.0282, France
2849,1741,"22 quai des Bateliers, Strasbourg, 67000, France",Strasbourg,45,155,EUR,Modern,1 MICHELIN Star,100.0,111.01, France
2850,Au Déjeuner de Sousceyrac,"2 allée Gaston-Monnerville, Sousceyrac-en-Quercy, 46190, France",Sousceyrac-en-Quercy,30,100,EUR,Classic,1 MICHELIN Star,65.0,72.1565, France
2851,La Table Breizh Café,"7 quai Thomas, Cancale, 35260, France",Cancale,55,95,EUR,Modern,1 MICHELIN Star,75.0,83.2575, France
2852,Toya,"Avenue Jean-Monnet, Faulquemont, 57380, France",Faulquemont,52,120,EUR,Creative,1 MICHELIN Star,86.0,95.4686, France
2853,Fontevraud Le Restaurant,"38 rue Saint-Jean-de-l'Habit, Fontevraud-l'Abbaye, 49590, France",Fontevraud-l'Abbaye,75,75,EUR,Creative,1 MICHELIN Star,75.0,83.2575, France
2854,Loiseau des Ducs,"3 rue Vauban, Dijon, 21000, France",Dijon,55,128,EUR,Modern,1 MICHELIN Star,91.5,101.57415, France
2855,Rustique,"14 rue d'Enghien, Lyon, 69002, France",Lyon,80,80,EUR,Creative,1 MICHELIN Star,80.0,88.808, France
2856,Ô Saveurs,"8 place des Ormeaux, Rouffiac-Tolosan, 31180, France",Rouffiac-Tolosan,30,98,EUR,Modern,1 MICHELIN Star,64.0,71.0464, France
2857,Racines,"4 passage Antoinette Caillot, Rennes, 35000, France",Rennes,39,80,EUR,Modern,1 MICHELIN Star,59.5,66.05095, France
2858,Les Agitateurs,"24 rue Bonaparte, Nice, 06000, France",Nice,49,119,EUR,Creative,1 MICHELIN Star,84.0,93.2484, France
2859,Hostellerie de l'Abbaye de la Celle,"Place du Général-de-Gaulle, La Celle, 83170, France",La Celle,57,112,EUR,Mediterranean,1 MICHELIN Star,84.5,93.80345, France
2860,Au Souper Fin,"1 route de Clères, Frichemesnil, 76690, France",Frichemesnil,52,95,EUR,Modern,1 MICHELIN Star,73.5,81.59235, France
2861,Clovis,"21 Grande-Rue, Tourrettes-sur-Loup, 06140, France",Tourrettes-sur-Loup,54,120,EUR,Modern,1 MICHELIN Star,87.0,96.5787, France
2862,Atmosphères,"618 route des Tournelles, Le Bourget-du-Lac, 73370, France",Le Bourget-du-Lac,60,160,EUR,Creative,1 MICHELIN Star,110.0,122.111, France
2863,Tentazioni,"59 rue du Palais-Gallien, Bordeaux, 33000, France",Bordeaux,35,95,EUR,Italian,1 MICHELIN Star,65.0,72.1565, France
2864,Armani Ristorante,"7 place du Québec, Paris, 75006, France",Paris,150,200,EUR,Italian,1 MICHELIN Star,175.0,194.2675, France
2865,A Casa di Ma,"Route de Calvi, Lumio, 20260, France",Lumio,130,175,EUR,Creative,1 MICHELIN Star,152.5,169.29025, France
2866,Ima,"20 boulevard de la Tour-d'Auvergne, Rennes, 35000, France",Rennes,55,100,EUR,Creative,1 MICHELIN Star,77.5,86.03275, France
2867,Maison Kieny,"7 rue du Général-de-Gaulle, Riedisheim, 68400, France",Riedisheim,65,125,EUR,Modern,1 MICHELIN Star,95.0,105.4595, France
2868,Hostellerie la Montagne,"10 rue Pisseloup, Colombey-les-Deux-Églises, 52330, France",Colombey-les-Deux-Églises,28,110,EUR,Modern,1 MICHELIN Star,69.0,76.5969, France
2869,Les Explorateurs - Hôtel Pashmina,"Place du Slalom, Val-Thorens, 73440, France",Val-Thorens,95,180,EUR,Modern,1 MICHELIN Star,137.5,152.63875, France
2870,Le Colombier,"Rue Loucheur, Offranville, 76550, France",Offranville,40,90,EUR,Modern,1 MICHELIN Star,65.0,72.1565, France
2871,Le Passe Temps,"52 rue Tronchet, Lyon, 69006, France",Lyon,59,109,EUR,Creative,1 MICHELIN Star,84.0,93.2484, France
2872,Hervé Busset,"Domaine de Cambelong, Conques, 12320, France",Conques,40,110,EUR,Creative,1 MICHELIN Star,75.0,83.2575, France
2873,L'Écrin de Yohann Chapuis,"1 rue Albert-Thibaudet, Tournus, 71700, France",Tournus,75,175,EUR,Creative,1 MICHELIN Star,125.0,138.7625, France
2874,Château de Pray,"Rue du Cèdre, à Chargé, Amboise, 37400, France",Amboise,59,120,EUR,Modern,1 MICHELIN Star,89.5,99.35395, France
2875,En Pleine Nature,"6 place de la Mairie, Quint-Fonsegrives, 31130, France",Quint-Fonsegrives,32,82,EUR,Modern,1 MICHELIN Star,57.0,63.2757, France
2876,Château de Sully,"Route de Port-en-Bessin, Bayeux, 14400, France",Bayeux,69,119,EUR,Modern,1 MICHELIN Star,94.0,104.3494, France
2877,Yam'Tcha,"121 rue Saint-Honoré, Paris, 75001, France",Paris,150,150,EUR,Creative,1 MICHELIN Star,150.0,166.515, France
2878,Il Cortile,"11 rue des Franciscains, Mulhouse, 68100, France",Mulhouse,36,115,EUR,Mediterranean,1 MICHELIN Star,75.5,83.81255, France
2879,Le Cap,"Grand Hôtel du Cap Ferrat, 71 boulevard du Général-de-Gaulle, Saint-Jean-Cap-Ferrat, 06230, France",Saint-Jean-Cap-Ferrat,158,200,EUR,Creative,1 MICHELIN Star,179.0,198.7079, France
2880,Oka,"1 rue Berthollet, Paris, 75005, France",Paris,130,130,EUR,Creative,1 MICHELIN Star,130.0,144.313, France
2881,La Table de Philippe Girardon,"Domaine de Clairefontaine, Chemin des Fontanettes, Chonas-l'Amballan, 38121, France",Chonas-l'Amballan,80,145,EUR,Modern,1 MICHELIN Star,112.5,124.88625, France
2882,Guy Lassausaie,"35 rue de Belle-Sise, Chasselay, 69380, France",Chasselay,78,125,EUR,Modern,1 MICHELIN Star,101.5,112.67515, France
2883,Flaveurs,"32 Grande-Rue, Valence, 26000, France",Valence,38,98,EUR,Modern,1 MICHELIN Star,68.0,75.4868, France
2884,La Pomme d'Api,"5 rue Saint-Yves, Saint-Pol-de-Léon, 29250, France",Saint-Pol-de-Léon,29,123,EUR,Creative,1 MICHELIN Star,76.0,84.3676, France
2885,Terre-Mer au Domaine de Kerdrain,"20 rue Louis-Billet, Auray, 56400, France",Auray,37,95,EUR,Modern,1 MICHELIN Star,66.0,73.2666, France
2886,Helen,"3 rue Berryer, Paris, 75008, France",Paris,48,170,EUR,Seafood,1 MICHELIN Star,109.0,121.0009, France
2887,L'O des Vignes,"Rue du Bourg, Fuissé, 71960, France",Fuissé,34,100,EUR,Modern,1 MICHELIN Star,67.0,74.3767, France
2888,Mon Plaisir,"22 lieu-dit Journal, Chamesol, 25190, France",Chamesol,49,110,EUR,Modern,1 MICHELIN Star,79.5,88.25295, France
2889,Le Pot d'Étain,"4 avenue de la République, Danjoutin, 90400, France",Danjoutin,42,126,EUR,Modern,1 MICHELIN Star,84.0,93.2484, France
2890,Le Relais des Moines,"Route de Sainte-Roseline, Les Arcs, 83460, France",Les Arcs,59,118,EUR,Modern,1 MICHELIN Star,88.5,98.24385, France
2891,Les Terrasses de Lyon,"Villa Florentine, 25 montée Saint-Barthélémy, Lyon, 69005, France",Lyon,49,120,EUR,Modern,1 MICHELIN Star,84.5,93.80345, France
2892,Ivan Vautier,"3 avenue Henry-Chéron, Caen, 14000, France",Caen,48,120,EUR,Modern,1 MICHELIN Star,84.0,93.2484, France
2893,Le Brittany,"22 boulevard Sainte-Barbe, Roscoff, 29680, France",Roscoff,85,160,EUR,Regional,1 MICHELIN Star,122.5,135.98725, France
2894,La Dame de Pic,"20 rue du Louvre, Paris, 75001, France",Paris,90,165,EUR,Creative,1 MICHELIN Star,127.5,141.53775, France
2895,Le France,"8 place Maxime-Cupillard, Villers-le-Lac, 25130, France",Villers-le-Lac,26,94,EUR,Modern,1 MICHELIN Star,60.0,66.606, France
2896,Le Manoir du Lys,"Route de Juvigny-sous-Andaine, Bagnoles-de-l'Orne, 61140, France",Bagnoles-de-l'Orne,75,120,EUR,Modern,1 MICHELIN Star,97.5,108.23475, France
2897,La Bastide Saint-Antoine,"48 avenue Henri-Dunant, Grasse, 06130, France",Grasse,72,193,EUR,Provençal,1 MICHELIN Star,132.5,147.08825, France
2898,Moulin d'Alotz,"Chemin Alotz-Errota, Arcangues, 64200, France",Arcangues,78,104,EUR,Creative,1 MICHELIN Star,91.0,101.0191, France
2899,Les Rosiers,"32 avenue Beau-Soleil, Biarritz, 64200, France",Biarritz,40,125,EUR,Modern,1 MICHELIN Star,82.5,91.58325, France
2900,Le Sergent Recruteur,"41 rue Saint-Louis-en-l'Île, Paris, 75004, France",Paris,49,160,EUR,Modern,1 MICHELIN Star,104.5,116.00545, France
2901,Auberge de la Brie,"14 avenue Alphonse-Boulingre, Couilly-Pont-aux-Dames, 77860, France",Couilly-Pont-aux-Dames,64,95,EUR,Modern,1 MICHELIN Star,79.5,88.25295, France
2902,Automne,"11 rue Richard-Lenoir, Paris, 75011, France",Paris,45,125,EUR,Modern,1 MICHELIN Star,85.0,94.3585, France
2903,L'Orangerie,"Four Seasons George V, 31 avenue George-V, Paris, 75008, France",Paris,85,165,EUR,Modern,1 MICHELIN Star,125.0,138.7625, France
2904,Le Belvédère,"11 route du Maquis-Jean-Pierre, Bozouls, 12340, France",Bozouls,48,118,EUR,Modern,1 MICHELIN Star,83.0,92.1383, France
2905,La Gourmandière - La Table d'Olivier,"Rue de Poignant, Vannes, 56000, France",Vannes,62,95,EUR,Modern,1 MICHELIN Star,78.5,87.14285, France
2906,Le Manoir de la Régate,"155 route de Gachet, au bord de l'Erdre, Nantes, 44300, France",Nantes,40,100,EUR,Modern,1 MICHELIN Star,70.0,77.707, France
2907,Le Haut-Allier,"Le Pont d'Alleyras, Alleyras, 43580, France",Alleyras,58,110,EUR,Modern,1 MICHELIN Star,84.0,93.2484, France
2908,Michel Trama,"52 rue Royale, Puymirol, 47270, France",Puymirol,85,210,EUR,Creative,1 MICHELIN Star,147.5,163.73975, France
2909,La Huchette,"1089 route de Bourg, Replonges, 01750, France",Replonges,68,110,EUR,Modern,1 MICHELIN Star,89.0,98.7989, France
2910,Maximin Hellio,"64 rue Gambetta, Deauville, 14800, France",Deauville,48,120,EUR,Modern,1 MICHELIN Star,84.0,93.2484, France
2911,Le Millénaire,"4 rue Bertin, Reims, 51000, France",Reims,45,160,EUR,Modern,1 MICHELIN Star,102.5,113.78525, France
2912,L'Atelier Alexandre Bousquet,"52 rue Alan-Seeger, Biarritz, 64200, France",Biarritz,42,105,EUR,Modern,1 MICHELIN Star,73.5,81.59235, France
2913,Le Sénéchal,"Le Bourg, Sauveterre-de-Rouergue, 12800, France",Sauveterre-de-Rouergue,50,155,EUR,Modern,1 MICHELIN Star,102.5,113.78525, France
2914,Ursus,"Maison Bouvier, rue du Val-Claret, au Val-Claret, Tignes, 73320, France",Tignes,98,148,EUR,Creative,1 MICHELIN Star,123.0,136.5423, France
2915,La Table d'Hôtes - La Rôtisserie du Chambertin,"6 rue du Chambertin, Gevrey-Chambertin, 21220, France",Gevrey-Chambertin,55,85,EUR,Modern,1 MICHELIN Star,70.0,77.707, France
2916,L'Ours,"12 rue de l'Église, Vincennes, 94300, France",Vincennes,60,120,EUR,Modern,1 MICHELIN Star,90.0,99.909, France
2917,Logis de la Cadène,"3 place du Marché-au-Bois, Saint-Emilion, 33330, France",Saint-Emilion,44,105,EUR,Modern,1 MICHELIN Star,74.5,82.70245, France
2918,Le Grand Cap,"Chemin du Phare, Leucate, 11370, France",Leucate,45,115,EUR,Modern,1 MICHELIN Star,80.0,88.808, France
2919,Jérémy Galvan,"29 rue du Bœuf, Lyon, 69005, France",Lyon,65,125,EUR,Creative,1 MICHELIN Star,95.0,105.4595, France
2920,Gordon Ramsay au Trianon,"1 boulevard de la Reine, Versailles, 78000, France",Versailles,149,189,EUR,Creative,1 MICHELIN Star,169.0,187.6069, France
2921,SEPT,"7 place Saint-Sernin, Toulouse, 31000, France",Toulouse,78,120,EUR,Modern,1 MICHELIN Star,99.0,109.8999, France
2922,Nakatani,"27 rue Pierre-Leroux, Paris, 75007, France",Paris,85,165,EUR,Modern,1 MICHELIN Star,125.0,138.7625, France
2923,ONA,"3 bis rue Sophie-et-Paul-Wallerstein, Arès, 33740, France",Arès,116,116,EUR,Vegan,1 MICHELIN Star,116.0,128.7716, France
2924,Maison Hache,"30 rue de la République, Eygalières, 13810, France",Eygalières,46,135,EUR,Provençal,1 MICHELIN Star,90.5,100.46405, France
2925,En Marge,"1204 route de la Croix-Falrgarde, Aureville, 31320, France",Aureville,39,150,EUR,Creative,1 MICHELIN Star,94.5,104.90445, France
2926,Le Clair de la Plume,"2 place du Mail, Grignan, 26230, France",Grignan,115,135,EUR,Modern,1 MICHELIN Star,125.0,138.7625, France
2927,Jérôme Feck,"19 place Monseigneur-Tissier, Châlons-en-Champagne, 51000, France",Châlons-en-Champagne,69,132,EUR,Modern,1 MICHELIN Star,100.5,111.56505, France
2928,Au Crocodile,"10 rue de l'Outre, Strasbourg, 67000, France",Strasbourg,98,138,EUR,Classic,1 MICHELIN Star,118.0,130.9918, France
2929,L'Auberge de St-Rémy-de-Provence - Fanny Rey & Jonathan Wahid,"12 boulevard Mirabeau, Saint-Rémy-de-Provence, 13210, France",Saint-Rémy-de-Provence,200,200,EUR,Modern,1 MICHELIN Star,200.0,222.02, France
2930,La Liégeoise,"6 rue Notre-Dame, Wimereux, 62930, France",Wimereux,56,99,EUR,Modern,1 MICHELIN Star,77.5,86.03275, France
2931,Auberge de l'Île Barbe,"Place Notre-Dame, Lyon, 69009, France",Lyon,65,165,EUR,Classic,1 MICHELIN Star,115.0,127.6615, France
2932,Lucas Carton,"9 place de la Madeleine, Paris, 75008, France",Paris,75,185,EUR,Modern,1 MICHELIN Star,130.0,144.313, France
2933,Un Parfum de Gourmandise,"67 cours Saint-Georges, Périgueux, 24000, France",Périgueux,58,89,EUR,Creative,1 MICHELIN Star,73.5,81.59235, France
2934,Cibo,"24 rue Jeannin, Dijon, 21000, France",Dijon,34,100,EUR,Modern,1 MICHELIN Star,67.0,74.3767, France
2935,L'Ekrin by Laurent Azoulay,"Le Kaïla, 124 rue des Jeux-Olympiques, Méribel, 73550, France",Méribel,115,215,EUR,Modern,1 MICHELIN Star,165.0,183.1665, France
2936,La Palmeraie - Château de Valmer,"81 boulevard de Gigaro, La Croix-Valmer, 83420, France",La Croix-Valmer,85,155,EUR,Modern,1 MICHELIN Star,120.0,133.212, France
2937,La Balette,"Route de Port-Vendres, Collioure, 66190, France",Collioure,60,150,EUR,Modern,1 MICHELIN Star,105.0,116.5605, France
2938,Duende,"Quai de la Fontaine, Nîmes, 30900, France",Nîmes,160,205,EUR,Modern,1 MICHELIN Star,182.5,202.59325, France
2939,L'Oustalet,"5 place Gabrielle Andéol, Gigondas, 84190, France",Gigondas,64,120,EUR,Modern,1 MICHELIN Star,92.0,102.1292, France
2940,Le Pily,"1 rue du Pont Tournant, Cherbourg-en-Cotentin, 50100, France",Cherbourg-en-Cotentin,35,78,EUR,Creative,1 MICHELIN Star,56.5,62.72065, France
2941,La Nouvelle Auberge,"9 route Nationale, Wihr-au-Val, 68230, France",Wihr-au-Val,45,87,EUR,Modern,1 MICHELIN Star,66.0,73.2666, France
2942,L'Anthocyane,"25 avenue Ernest-Renan, Lannion, 22300, France",Lannion,30,85,EUR,Modern,1 MICHELIN Star,57.5,63.83075, France
2943,La Promenade,"1395 chemin d’en Sigaudès, Verfeil, 31590, France",Verfeil,110,110,EUR,Creative,1 MICHELIN Star,110.0,122.111, France
2944,Choko Ona,"155 rue Xerrendako-Bidea, Espelette, 64250, France",Espelette,26,72,EUR,Modern,1 MICHELIN Star,49.0,54.3949, France
2945,Le Jardin des Plumes,"1 rue du Milieu, Giverny, 27620, France",Giverny,59,120,EUR,Creative,1 MICHELIN Star,89.5,99.35395, France
2946,Palais Royal Restaurant,"110 Galerie de Valois, Paris, 75001, France",Paris,75,180,EUR,Creative,1 MICHELIN Star,127.5,141.53775, France
2947,L'Aupiho - Domaine de Manville,"Route de la Terre-des-Baux, Les Baux-de-Provence, 13520, France",Les Baux-de-Provence,60,145,EUR,Modern,1 MICHELIN Star,102.5,113.78525, France
